,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.17142857142857143,0.8573899054896441,0.0,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.25,0.0,0.3214285714285714,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.6285714285714286,0.3403579328373215,0.3571428571428571,0.0,0.0,1.0,0.25,0.0,0.03571428571428571,0.7777777777777777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,0.10000000000000003,0.2879951739392721,0.1428571428571428,0.5,0.0,0.3333333333333333,0.5,0.3333333333333333,0.14285714285714285,0.2222222222222222,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.42857142857142855,0.9835913935250352,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.2857142857142857,0.1111111111111111,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.24285714285714283,0.7778805549969837,0.5714285714285713,0.3333333333333333,0.0,0.3333333333333333,0.25,0.3333333333333333,0.7857142857142857,0.7777777777777777,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,0.21428571428571425,0.811260808365172,0.4285714285714285,0.16666666666666666,0.0,0.6666666666666667,0.25,0.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.6428571428571428,0.40957168711039615,0.0,0.3333333333333333,0.0,1.0,0.25,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,0.14285714285714285,0.6395736979690329,0.0,0.5,0.0,0.3333333333333333,0.75,0.3333333333333333,0.0,0.7777777777777777,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,0.6714285714285713,0.12161673034385684,0.4285714285714285,0.16666666666666666,0.0,1.0,0.25,0.3333333333333333,0.2142857142857143,0.4444444444444444,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,0.7999999999999998,0.331349286145184,0.7857142857142857,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.5,0.0,0.10714285714285714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
